timestamp,site,parameter,regime,trust,value,stage_m,status,imputation_method,n_raw,source_file,datum_assumed
2025-07-30 09:30:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 09:45:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 10:00:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 10:15:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 10:30:00,Kamand,depth,K_depth_A,ok,11.700076975250813,1.6599230247491867,observed,,1,depth_measurements_K.csv,True
2025-07-30 10:45:00,Kamand,depth,K_depth_A,ok,11.707196391421613,1.6528036085783864,interpolated,linear,0,,True
2025-07-30 11:00:00,Kamand,depth,K_depth_A,ok,11.714315807592412,1.6456841924075878,interpolated,linear,0,,True
2025-07-30 11:15:00,Kamand,depth,K_depth_A,ok,11.721435223763212,1.6385647762367874,interpolated,linear,0,,True
2025-07-30 11:30:00,Kamand,depth,K_depth_A,ok,11.728554639934012,1.631445360065987,interpolated,linear,0,,True
2025-07-30 11:45:00,Kamand,depth,K_depth_A,ok,11.735674056104811,1.6243259438951885,interpolated,linear,0,,True
